customer_id,first_name,last_name,phone,email,street,zip_code,city_id,state_id
60,Neil,Mccall,,neil.mccall@gmail.com,7476 Oakland Dr. ,94070,172,2
61,Elinore,Aguilar,,elinore.aguilar@msn.com,9766 Rockcrest Ave. ,76901,159,3
62,Alica,Hunter,,alica.hunter@hotmail.com,8 San Juan Drive ,11369,37,1
63,Tenisha,Lyons,,tenisha.lyons@aol.com,78 E. Rock Creek Street ,11701,186,1
64,Bobbie,Foster,,bobbie.foster@yahoo.com,988 Pineknoll Ave. ,75115,20,3
65,Kanesha,Vega,,kanesha.vega@gmail.com,771 E. Oxford Drive ,13440,15,1
66,Lorrie,Becker,,lorrie.becker@yahoo.com,19 North Court ,75043,59,3
67,Tommie,Melton,(916) 802-2952,tommie.melton@gmail.com,8 West Old York St. ,95820,132,2
68,Jayne,Kirkland,,jayne.kirkland@hotmail.com,7800 Second Lane ,75088,173,3
69,Katelin,Kennedy,,katelin.kennedy@gmail.com,286 Myrtle Lane ,95677,117,2
70,Tomasa,Carson,,tomasa.carson@aol.com,10 Clark Avenue ,11369,37,1
71,Takako,Casey,,takako.casey@aol.com,7548 Court Lane ,10451,114,1
72,Petronila,Norris,,petronila.norris@aol.com,72 South Marshall Lane ,91733,52,2
73,Melanie,Hayes,,melanie.hayes@msn.com,5 N. Hall Dr. ,13090,191,1
74,Georgeann,Waller,,georgeann.waller@yahoo.com,9797 Bald Hill Ave. ,14120,76,1
75,Abby,Gamble,,abby.gamble@aol.com,60 Myers Dr. ,11701,186,1
76,Parker,Prince,,parker.prince@hotmail.com,21 Sulphur Springs Drive ,11776,89,1
77,Keri,Bridges,,keri.bridges@gmail.com,8504 Brickell Ave. ,75080,123,3
78,Chi,Goff,,chi.goff@aol.com,3 W. Glen Ridge Avenue ,90274,120,2
79,Ashanti,Parks,,ashanti.parks@hotmail.com,846 N. Helen St. ,11510,112,1
80,Sarai,Mckee,(716) 912-8110,sarai.mckee@msn.com,641 Glenwood Avenue ,14215,150,1
81,Zina,Bonner,,zina.bonner@hotmail.com,9312 8th Street ,94580,72,2
82,Lizzie,Joyner,,lizzie.joyner@msn.com,8541 Roberts St. ,92236,130,2
83,Tiesha,Daniel,,tiesha.daniel@yahoo.com,6 West Bohemia Lane ,10583,165,1
84,Armand,Whitehead,,armand.whitehead@hotmail.com,639 Harvey St. ,11757,8,1
85,Teofila,Fischer,,teofila.fischer@aol.com,1 West Brickyard St. ,11746,75,1
86,Lissa,Vargas,,lissa.vargas@yahoo.com,517 Victoria Ave. ,13126,65,1
87,Yan,Mcgowan,,yan.mcgowan@msn.com,8960 Newport Ave. ,91010,111,2
88,Titus,Bullock,,titus.bullock@gmail.com,29 Oxford Avenue ,11423,131,1
89,Arvilla,Osborn,,arvilla.osborn@gmail.com,60 Acacia Lane ,91784,122,2
90,Marjorie,Logan,,marjorie.logan@msn.com,95 Grandrose St. ,11010,181,1
91,Marvin,Mullins,(619) 635-2027,marvin.mullins@aol.com,7489 Redwood Drive ,92111,171,2
92,Tena,Cruz,,tena.cruz@yahoo.com,1 South St. ,11735,10,1
93,Corrina,Sawyer,(248) 370-1364,corrina.sawyer@yahoo.com,95 Briarwood Lane ,12180,133,1
94,Sharyn,Hopkins,,sharyn.hopkins@hotmail.com,4 South Temple Ave. ,13027,177,1
95,Letitia,Franco,,letitia.franco@aol.com,607 Lakeview Drive ,12866,140,1
96,Floretta,Higgins,,floretta.higgins@hotmail.com,870 Lilac Dr. ,11361,24,1
97,Louanne,Martin,,louanne.martin@hotmail.com,1 Campfire Ave. ,95993,61,2
98,Violet,Valenzuela,,violet.valenzuela@msn.com,8668 Piper Street ,12901,192,1
99,Carie,Kidd,,carie.kidd@yahoo.com,6 East Clinton Street ,10950,3,1
100,Kellie,Franco,,kellie.franco@yahoo.com,444 South Walnut Rd. ,11725,14,1
101,Nichelle,Howell,,nichelle.howell@aol.com,7670 Forest St. ,10583,165,1
102,Marisol,Goodman,,marisol.goodman@gmail.com,864 East Cherry St. ,14424,174,1
103,Sylvie,Wilkerson,,sylvie.wilkerson@yahoo.com,750 Central Ave. ,11791,32,1
104,Katharina,Bates,,katharina.bates@gmail.com,54 South Greenview Drive ,95008,34,2
105,Marget,Hodge,,marget.hodge@msn.com,7199 Selby Lane ,11421,85,1
106,Raul,Melendez,,raul.melendez@hotmail.com,9772 Manhattan St. ,11373,158,1
107,Cecil,Hopper,,cecil.hopper@yahoo.com,471 Glenlake Ave. ,11722,78,1
108,Shae,Hickman,,shae.hickman@hotmail.com,740 Pin Oak Street ,11001,74,1
109,Monica,Sears,(408) 704-8863,monica.sears@aol.com,57 Glenholme St. ,95127,84,2
110,Ollie,Zimmerman,(657) 648-2863,ollie.zimmerman@yahoo.com,69 Wood Rd. ,92806,48,2
111,Shila,White,,shila.white@msn.com,94 Lakeshore Street ,14127,19,1
112,Yuk,Vega,,yuk.vega@yahoo.com,413 Wood St. ,11552,138,1
113,Eliana,Silva,,eliana.silva@gmail.com,7119 Summer Rd. ,11735,10,1
114,Thalia,Horne,,thalia.horne@yahoo.com,9312 Harvard Street ,11701,186,1
115,Rey,Lindsay,,rey.lindsay@gmail.com,16 Philmont St. ,10950,3,1
116,Merlene,Vinson,,merlene.vinson@gmail.com,431 Vine Dr. ,76039,50,3
117,Dacia,William,,dacia.william@msn.com,62 Cypress Drive ,77478,69,3
118,Le,Wood,,le.wood@yahoo.com,90 Primrose Dr. ,14534,13,1
119,Thalia,Dillard,,thalia.dillard@yahoo.com,987 NE. Gates Street ,76901,159,3
120,Luz,House,(559) 114-2580,luz.house@gmail.com,491 Railroad Street ,93706,146,2
121,Lucy,Woods,,lucy.woods@gmail.com,8437 West Rockaway St. ,90274,120,2
122,Shena,Carter,,shena.carter@yahoo.com,72 University Road ,11414,53,1
123,Robena,Hill,(361) 598-4414,robena.hill@hotmail.com,263 Cross St. ,78418,79,3
124,Jeni,Booker,,jeni.booker@gmail.com,546 Railroad Dr. ,91733,52,2
125,Herlinda,Stone,,herlinda.stone@msn.com,725 Gulf St. ,14424,174,1
126,Lavina,Dejesus,,lavina.dejesus@msn.com,59 E. Valley Avenue ,12550,188,1
127,Erlinda,Nielsen,,erlinda.nielsen@aol.com,728 Oxford Lane ,11378,127,1
128,Terrance,Lynn,,terrance.lynn@yahoo.com,91 East Buckingham Drive ,12901,192,1
129,Walton,Dejesus,,walton.dejesus@yahoo.com,15 Washington Rd. ,14094,129,1
130,Wes,Stanton,(248) 247-5074,wes.stanton@msn.com,8662 Tunnel Street ,12180,133,1
131,Tanesha,Hampton,,tanesha.hampton@hotmail.com,19 Belmont Ave. ,11791,32,1
132,Boyd,Irwin,,boyd.irwin@hotmail.com,221 Whitemarsh St. ,14075,145,1
133,Delbert,Wilkins,,delbert.wilkins@aol.com,420 Greenview St. ,11727,168,1
134,Brianna,Moss,(516) 156-8031,brianna.moss@msn.com,4 Longfellow St. ,11550,185,1
135,Dorthey,Jackson,(281) 926-8010,dorthey.jackson@msn.com,9768 Brookside St. ,77016,27,3
136,Sarita,Parks,,sarita.parks@msn.com,7809 Second Lane ,75126,28,3
137,Shonta,Mercer,,shonta.mercer@aol.com,319 NE. La Sierra Avenue ,11758,99,1
138,Jone,Bernard,(657) 536-5165,jone.bernard@hotmail.com,99 Longbranch Court ,92806,48,2
139,Wanita,Davenport,,wanita.davenport@aol.com,525 Dogwood Ave. ,10977,151,1
140,Cleopatra,Tate,,cleopatra.tate@aol.com,97 N. Glenwood St. ,11369,37,1
141,Ramiro,Byers,,ramiro.byers@gmail.com,16 Pleasant St. ,11412,58,1
142,Nicholas,Vazquez,,nicholas.vazquez@hotmail.com,9 Roosevelt Street ,11552,138,1
143,Janae,Doyle,,janae.doyle@gmail.com,760 Rose Ave. ,11372,30,1
144,Hans,Price,,hans.price@hotmail.com,51 Glendale Road ,10573,43,1
145,Miquel,Neal,,miquel.neal@hotmail.com,9564 Deerfield Lane ,10301,149,1
146,Stefany,Potter,,stefany.potter@gmail.com,256 South Academy St. ,12866,140,1
147,Bernetta,Marquez,,bernetta.marquez@hotmail.com,626 E. Dunbar Street ,11787,60,1
148,Julee,Woodard,,julee.woodard@yahoo.com,869 Summerhouse Dr. ,11418,55,1
149,Meredith,Bryan,,meredith.bryan@hotmail.com,8935 E. Oxford St. ,10977,151,1
150,Weldon,Michael,,weldon.michael@hotmail.com,9952 Nut Swamp St. ,11743,180,1
151,Joesph,Delacruz,,joesph.delacruz@aol.com,184 Cypress Street ,95301,164,2
152,Katherina,Odom,,katherina.odom@yahoo.com,897 N. Oak Drive ,11803,95,1
153,Laraine,Robbins,,laraine.robbins@yahoo.com,8214 E. Pin Oak Lane ,76901,159,3
154,Jenise,Preston,,jenise.preston@yahoo.com,9 Littleton Drive ,78023,39,3
155,Lory,Page,,lory.page@hotmail.com,58 Summerhouse Street ,11706,113,1
156,Charlyn,Cantrell,,charlyn.cantrell@yahoo.com,8756 Euclid St. ,11795,77,1
157,Carola,Rodriquez,,carola.rodriquez@hotmail.com,9433 Heritage Lane ,92220,115,2
158,Alane,Kennedy,,alane.kennedy@yahoo.com,34 Green Lake Street ,10977,151,1
159,Regina,Burns,,regina.burns@aol.com,713 Buckingham St. ,75043,59,3
160,Omer,Estrada,,omer.estrada@gmail.com,9 Honey Creek Street ,75088,173,3
161,Crystle,Gilliam,,crystle.gilliam@yahoo.com,86 Edgewater Road ,11787,60,1
162,Kam,Wilder,,kam.wilder@hotmail.com,500 West Clay Ave. ,12550,188,1
163,Margert,Stevens,,margert.stevens@aol.com,502 North Poplar St. ,13440,15,1
164,Tomika,Larson,,tomika.larson@yahoo.com,254 Canal St. ,11377,54,1
165,Jeromy,Burch,(408) 955-8238,jeromy.burch@msn.com,889 Mulberry Street ,95127,84,2
166,Lena,Mills,,lena.mills@yahoo.com,42 Homestead St. ,11421,85,1
167,Loreta,Johnston,,loreta.johnston@yahoo.com,39 Lafayette Dr. ,10977,151,1
168,Nettie,Mcdaniel,,nettie.mcdaniel@hotmail.com,7004 E. Wakehurst St. ,11420,101,1
169,Karla,Kirk,,karla.kirk@yahoo.com,9718 Harvard Rd. ,90274,120,2
170,Regine,Gonzales,(805) 763-4045,regine.gonzales@gmail.com,798 Court Drive ,93035,73,2
171,Miriam,Baker,,miriam.baker@hotmail.com,90 Studebaker St. ,11553,121,1
172,Jeanie,Kirkland,,jeanie.kirkland@aol.com,7643 Old Theatre St. ,95050,23,2
173,Marquerite,Dawson,,marquerite.dawson@gmail.com,37 Hamilton Court ,75043,59,3
174,Babara,Ochoa,,babara.ochoa@aol.com,872 Smith Store St. ,10583,165,1
175,Nova,Hess,,nova.hess@msn.com,773 South Lafayette St. ,91010,111,2
176,Carley,Reynolds,,carley.reynolds@gmail.com,2 Snake Hill Drive ,91733,52,2
177,Carissa,Foreman,,carissa.foreman@msn.com,69C N. Ridge Rd. ,11378,127,1
178,Genoveva,Tyler,(212) 152-6381,genoveva.tyler@gmail.com,8121 Windfall Ave. ,10002,93,1
179,Deane,Sears,,deane.sears@hotmail.com,3 Bradford Court ,14534,13,1
180,Karey,Steele,,karey.steele@gmail.com,8879 Kent Lane ,11735,10,1
181,Olevia,Pitts,,olevia.pitts@gmail.com,39 Fieldstone Drive ,90278,182,2
182,Jenniffer,Bullock,,jenniffer.bullock@msn.com,38 Oxford Avenue ,11706,113,1
183,Jeniffer,Ratliff,,jeniffer.ratliff@gmail.com,510 Rocky River Court ,11001,74,1
184,Klara,Stanley,,klara.stanley@aol.com,603 Mechanic St. ,14580,100,1
185,Morton,Lee,,morton.lee@yahoo.com,313 Ridge St. ,76901,159,3
186,Ken,Charles,,ken.charles@msn.com,9124 W. Piper Lane ,10952,41,1
187,Hedwig,Paul,,hedwig.paul@msn.com,422 Manor Ave. ,92307,7,2
188,Sharla,Flynn,(805) 478-7724,sharla.flynn@hotmail.com,7 Brown Drive ,93035,73,2
189,Damian,Dawson,,damian.dawson@hotmail.com,528 St Margarets Street ,13090,191,1
190,Toya,Pratt,(562) 218-6405,toya.pratt@yahoo.com,485 San Pablo Drive ,11561,63,1
191,Graciela,Barber,(805) 656-6987,graciela.barber@hotmail.com,1 E. Young St. ,93035,73,2
192,Bong,Hebert,,bong.hebert@gmail.com,545 Brook St. ,90505,178,2
193,Ayanna,Rhodes,,ayanna.rhodes@msn.com,7425 Pheasant St. ,11801,38,1
194,Dorine,Roberson,,dorine.roberson@msn.com,396 Meadowbrook Lane ,95060,4,2
195,Addie,Hahn,,addie.hahn@hotmail.com,8165 Baker Ave. ,11010,181,1
196,Edythe,Valencia,,edythe.valencia@yahoo.com,9346 Wall St. ,14120,76,1
197,Andy,O'neill,,andy.o'neill@msn.com,9544 Mulberry Drive ,11374,18,1
198,Luis,Tyler,,luis.tyler@gmail.com,9568 Campfire Circle ,79106,136,3
199,Clelia,Workman,,clelia.workman@yahoo.com,620 North Somerset St. ,12553,162,1
200,Ashely,Holmes,,ashely.holmes@aol.com,45 High Ridge Ave. ,11735,10,1
201,Candis,Harding,,candis.harding@gmail.com,33 NW. Cambridge Ave. ,12020,194,1
202,Marni,Bolton,(717) 670-6268,marni.bolton@msn.com,7469 Plymouth Ave. ,14086,118,1
203,Minerva,Decker,(281) 271-6390,minerva.decker@yahoo.com,794 Greenrose Street ,77016,27,3
204,Alpha,King,,alpha.king@hotmail.com,14 Henry Smith St. ,11570,142,1
205,Harris,Pittman,,harris.pittman@yahoo.com,404 Cherry Hill Road ,11432,137,1
206,Stephaine,Riddle,,stephaine.riddle@hotmail.com,199 Vermont Court ,11201,57,1
207,Michel,Blankenship,,michel.blankenship@msn.com,382 West Hill Dr. ,75126,28,3
208,Denis,Logan,,denis.logan@msn.com,121 Rockcrest Street ,93555,9,2
209,Jutta,Everett,,jutta.everett@gmail.com,27 Taylor Ave. ,11784,16,1
210,Priscilla,Wilkins,(229) 322-2269,priscilla.wilkins@aol.com,653 Pawnee Rd. ,12203,82,1
211,Gilma,Dejesus,,gilma.dejesus@yahoo.com,777 Thompson Ave. ,10583,165,1
212,Buford,Bridges,(248) 604-7346,buford.bridges@msn.com,239 Oak Valley Court ,12180,133,1
213,Elenore,Hensley,,elenore.hensley@hotmail.com,7037 Aspen St. ,14075,145,1
214,Ross,Pugh,,ross.pugh@msn.com,8598 Saxon St. ,14120,76,1
215,Judith,Finley,,judith.finley@hotmail.com,474 West Bank Road ,11357,170,1
216,Wai,Soto,,wai.soto@msn.com,30 Arch Drive ,11714,102,1
217,Carline,Collier,(559) 810-6070,carline.collier@msn.com,28 Trenton Lane ,93706,146,2
218,Casey,Gill,,casey.gill@gmail.com,636 Prospect Avenue ,11050,193,1
219,Darcie,Morgan,(442) 618-7068,darcie.morgan@aol.com,476 East Adams Ave. ,11572,109,1
220,Lucio,Sherman,,lucio.sherman@gmail.com,842 Corona Ave. ,11787,60,1
221,Clementine,Mooney,,clementine.mooney@yahoo.com,678 Charles Court ,78501,128,3
222,Anya,Contreras,,anya.contreras@msn.com,38 Old Fairground St. ,11731,11,1
223,Scarlet,Yates,,scarlet.yates@hotmail.com,687 Shirley St. ,11772,106,1
224,Moses,Pope,,moses.pope@yahoo.com,654 Theatre Street ,90260,29,2
225,Barbera,Riggs,,barbera.riggs@aol.com,12 Gartner Drive ,11803,95,1
226,Kiana,Rivera,,kiana.rivera@gmail.com,9 Sheffield Dr. ,11418,55,1
227,Danielle,Bond,,danielle.bond@msn.com,8589 Shub Farm Street ,11772,106,1
228,Whitney,Estes,(631) 315-4020,whitney.estes@gmail.com,454 Bear Hill Street ,11717,187,1
229,Molly,Langley,,molly.langley@aol.com,63 Bridgeton Street ,11741,189,1
230,Chelsey,Hardin,,chelsey.hardin@hotmail.com,13 Brickyard Street ,11729,86,1
231,Jenee,Rasmussen,(916) 219-1774,jenee.rasmussen@hotmail.com,19 George Lane ,95820,132,2
232,Freddie,Mathis,,freddie.mathis@hotmail.com,31 Shady St. ,76039,50,3
233,Mariana,Strong,,mariana.strong@msn.com,972 Dunbar Dr. ,95050,23,2
234,Winfred,Harris,,winfred.harris@msn.com,734 Glen Eagles St. ,11554,94,1
235,Jeromy,Elliott,,jeromy.elliott@gmail.com,7112 Laurel Street ,11706,113,1
236,Verona,O'neill,,verona.o'neill@hotmail.com,8279 W. Sussex St. ,11784,16,1
237,Elvera,Peck,,elvera.peck@yahoo.com,759 Lakewood Street ,92220,115,2
238,Cindi,Larson,,cindi.larson@msn.com,896 Golden Star Rd. ,11414,53,1
239,Felice,Guzman,,felice.guzman@hotmail.com,7 Creekside Lane ,91387,135,2
240,Le,Deleon,,le.deleon@msn.com,58 Clark Court ,92220,115,2
241,Manie,Sanchez,,manie.sanchez@hotmail.com,471 Illinois Ave. ,12804,163,1
242,Rutha,Howell,,rutha.howell@gmail.com,9247 Jones Street ,91387,135,2
243,Natosha,Rowland,,natosha.rowland@aol.com,51 Elmwood St. ,12020,194,1
244,Jessika,Bray,,jessika.bray@yahoo.com,37 East Greystone St. ,94806,25,2
245,Delila,Hamilton,,delila.hamilton@yahoo.com,7451 East James Ave. ,90274,120,2
246,Dionne,Norris,,dionne.norris@yahoo.com,9993 Greenview Circle ,14304,139,1
247,Muriel,Juarez,,muriel.juarez@gmail.com,8073 Cemetery Drive ,90274,120,2
248,Cecelia,Gill,,cecelia.gill@aol.com,372 Silver Spear Dr. ,78501,128,3
249,Magda,Eaton,,magda.eaton@aol.com,860 Middle River Street ,10562,5,1
250,Ivonne,Yang,(915) 181-1950,ivonne.yang@gmail.com,7359 North Lake View St. ,79930,36,3
251,Kasie,Rodriquez,,kasie.rodriquez@aol.com,7 North Beech St. ,12020,194,1
252,Eleni,Gordon,,eleni.gordon@hotmail.com,583 W. San Carlos Street ,11418,55,1
253,Maurice,Norton,,maurice.norton@hotmail.com,32 Mayflower Dr. ,95301,164,2
254,Cristobal,Hutchinson,,cristobal.hutchinson@gmail.com,58 Washington Avenue ,90260,29,2
255,Flossie,Holder,,flossie.holder@msn.com,8459 W. Newport Court ,11762,156,1
256,Erma,Salinas,,erma.salinas@gmail.com,347 Sheffield St. ,11566,190,1
257,Earl,Stanley,,earl.stanley@gmail.com,569 Lake Lane ,11373,158,1
258,Maribel,William,,maribel.william@aol.com,65 Magnolia Ave. ,90505,178,2
259,Johnathan,Velazquez,,johnathan.velazquez@hotmail.com,9680 E. Somerset Street ,94566,6,2
260,Rodrick,Shelton,,rodrick.shelton@hotmail.com,7157 Addison Street ,91387,135,2
261,Ferne,Kline,,ferne.kline@hotmail.com,303 Shady St. ,92831,62,2
262,Rubin,Decker,(716) 950-9835,rubin.decker@gmail.com,9875 Shady Ave. ,14215,150,1
263,Dortha,Jarvis,(442) 919-8256,dortha.jarvis@yahoo.com,76 Prince Drive ,11572,109,1
264,Mariela,Huffman,,mariela.huffman@gmail.com,531 Fieldstone Road ,11530,110,1
265,Mellisa,Farley,,mellisa.farley@yahoo.com,21 West Princess St. ,11722,78,1
266,Myung,Hooper,,myung.hooper@gmail.com,951 Mill Road ,11003,45,1
267,Angelina,Lloyd,,angelina.lloyd@yahoo.com,9593 North Sherman Dr. ,92307,7,2
268,Trinity,Riddle,,trinity.riddle@aol.com,23 Oakland Lane ,12020,194,1
269,Barton,Crosby,,barton.crosby@msn.com,896 Edgewater St. ,11710,31,1
270,Claudio,Wise,,claudio.wise@hotmail.com,810 Oxford Ave. ,12401,103,1
271,Katheleen,Marks,,katheleen.marks@yahoo.com,69 North Tower St. ,75604,184,3
272,Deja,Chaney,,deja.chaney@hotmail.com,52 Woodside Ave. ,11432,137,1
273,Queenie,Vance,,queenie.vance@gmail.com,172 Arcadia Ave. ,11417,125,1
274,Josh,Shaw,,josh.shaw@gmail.com,212 North Leeton Ridge Street ,12533,98,1
275,Pinkie,Kirkland,,pinkie.kirkland@yahoo.com,18 Myers St. ,76901,159,3
276,Lavette,Wright,,lavette.wright@msn.com,6 Windsor Street ,11779,144,1
277,Mark,Garrett,,mark.garrett@msn.com,285 Rosewood Dr. ,10950,3,1
278,Myesha,Burgess,,myesha.burgess@gmail.com,306 Trenton Rd. ,95008,34,2
279,Justina,Long,,justina.long@aol.com,39 Littleton Ave. ,91733,52,2
280,Brenda,Tate,,brenda.tate@msn.com,36 Hilltop Street ,76901,159,3
281,Rayna,Perry,,rayna.perry@hotmail.com,7238 Oakland St. ,11417,125,1
282,Randolph,Chase,,randolph.chase@yahoo.com,828 Bridle Ave. ,94580,72,2
283,Jaimee,Day,,jaimee.day@aol.com,7534 Whitemarsh Ave. ,12601,81,1
284,Susann,Bass,,susann.bass@msn.com,21 Old Rock Maple Ave. ,11725,14,1
285,Leola,Gould,,leola.gould@gmail.com,8 Kirkland St. ,11102,33,1
286,Virgil,Frost,,virgil.frost@gmail.com,9798 Beacon St. ,11756,68,1
287,Mireille,Puckett,(805) 961-9909,mireille.puckett@hotmail.com,378 Purple Finch Drive ,93035,73,2
288,Keturah,Massey,,keturah.massey@msn.com,189 Arnold Drive ,92220,115,2
289,Charmain,Webster,,charmain.webster@hotmail.com,36 East Stonybrook Rd. ,75080,123,3
290,Barry,Buckner,,barry.buckner@gmail.com,8779 High Noon Rd. ,11720,1,1
291,Boyce,Burks,,boyce.burks@gmail.com,879 Harvey Dr. ,11104,154,1
292,Monty,Frost,(516) 460-5396,monty.frost@aol.com,76 Foxrun Dr. ,11550,185,1
293,Tiny,French,,tiny.french@hotmail.com,7163 Hall St. ,11803,95,1
294,Clementina,Sargent,,clementina.sargent@hotmail.com,9853 Catherine Road ,13440,15,1
295,Danny,Kim,,danny.kim@msn.com,74 Essex Drive ,11420,101,1
296,Sophia,Mcmillan,,sophia.mcmillan@msn.com,8541 S. Pleasant Street ,11553,121,1
297,Christia,Carson,,christia.carson@gmail.com,220 Orchard Street ,78023,39,3
298,Jennie,Middleton,,jennie.middleton@gmail.com,95 High Noon Dr. ,91784,122,2
299,Jame,Riggs,,jame.riggs@hotmail.com,9237 Hudson Drive ,11706,113,1
300,Rayford,Simon,,rayford.simon@msn.com,998 Whitemarsh Road ,94043,108,2
301,Annett,Garrett,,annett.garrett@yahoo.com,19 Euclid Lane ,10583,165,1
302,Hayden,Cross,,hayden.cross@gmail.com,90 Pumpkin Hill St. ,92307,7,2
